UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LSUPPVRS
189097,2,"R",187232,"R",174269,"R",1381,"R",22364,"R",489670,"R",209596,"R",665320,"R",874916,"R",31120,"R",0,"R",31120,"R",0,"R",1722734,2,"Z",0,"R",163073,"R",1526988,"R",0,"R",1690061,"R",11647,"R",1355179,"R",1366826,"R",4779621,4779621,"R ",135,"R ",650, 1
189228,2,"R",40985,"R",140720,"R",78,"R",5635,"R",53423,"R",46620,"R",194221,"R",240841,"R",19340,"R",82066,"R",101406,"R",3,"R",723859,1,"R",136156,"R",95300,"R",193607,"R",37058,"R",325965,"R",0,"R",178305,"R",178305,"R",1364285,1228129,"R ",0,"R ",33, 1
189264,2,"R",11500,"R",0,"R",0,"R",0,"R",0,"R",11500,"R",0,"R",11500,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
189273,2,"R",25400,"R",0,"R",0,"R",0,"R",0,"R",25400,"R",0,"R",25400,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
189282,2,"R",375,"R",25,"R",10,"R",65,"R",0,"R",440,"R",35,"R",475,"R",90,"R",1600,"R",1690,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
189413,2,"R",110000,"Z",0,"R",27,"R",400,"Z",0,"R",110400,"R",27,"R",110427,"R",2045,"R",2045,"R",4090,"R",1,"R",177744,1,"R",68871,"R",120,"R",0,"R",7435,"R",7555,"R",0,"R",36784,"R",36784,"R",290954,222083,"R ",298530,"R ",229658, 1
189422,2,"R",21464,"R",142380,"R",31,"Z",0,"R",237,"R",21464,"R",142648,"R",164112,"R",386,"R",81,"R",467,"R",0,"R",106732,2,"Z",0,"R",3922,"R",14507,"R",0,"R",18429,"R",0,"R",1584,"R",1584,"R",126745,126745,"R ",0,"R ",0, 1
189459,2,"R",31878,"R",40444,"R",27,"R",850,"R",0,"R",32728,"R",40471,"R",73199,"R",2916,"R",27196,"R",30112,"R",1,"R",177285,2,"Z",0,"R",26090,"R",99959,"R",1204,"R",127253,"R",0,"R",8875,"R",8875,"R",313413,313413,"R ",0,"R ",0, 1
189501,2,"R",599411,"R",47482,"R",168,"R",1174,"R",0,"R",600585,"R",47650,"R",648235,"R",7231,"R",585,"R",7816,"R",0,"R",1449960,2,"R",0,"R",90134,"R",946052,"R",0,"R",1036186,"R",2077,"R",251643,"R",253720,"R",2739866,2739866,"R ",420,"R ",696, 1
189547,2,"R",56095,"R",111,"R",79,"R",2716,"R",0,"R",58811,"R",190,"R",59001,"R",18865,"R",10775,"R",29640,"R",0,"R",521043,1,"R",217274,"R",40452,"R",105428,"R",27552,"R",173432,"R",1852,"R",25126,"R",26978,"R",938727,721453,"R ",2306,"R ",1311, 1
189556,2,"R",1731,"R",416788,"R",45,"R",177,"R",8,"R",1908,"R",416841,"R",418749,"R",70,"R",1152,"R",1222,"R",0,"R",88133,2,"Z",0,"R",2320,"R",28628,"R",0,"R",30948,"R",0,"R",0,"R",0,"R",119081,119081,"R ",0,"R ",0, 1
189565,2,"R",3074,"R",416788,"R",45,"R",213,"R",8,"R",3287,"R",416841,"R",420128,"R",1488,"R",146,"R",1634,"R",0,"R",99406,2,"Z",0,"R",20451,"R",28628,"R",0,"R",49079,"R",0,"R",0,"R",0,"R",148485,148485,"R ",0,"R ",36, 1
189574,2,"R",2510,"R",416788,"R",45,"R",0,"R",8,"R",2510,"R",416841,"R",419351,"R",1607,"R",122,"R",1729,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
189583,2,"R",4053,"R",416788,"R",45,"R",111,"R",8,"R",4164,"R",416841,"R",421005,"R",1263,"R",9208,"R",10471,"R",0,"R",96114,2,"Z",0,"R",5713,"R",24006,"R",0,"R",29719,"R",0,"R",0,"R",0,"R",125833,125833,"R ",0,"R ",0, 1
189592,2,"R",2728,"R",416788,"R",45,"R",87,"R",8,"R",2815,"R",416841,"R",419656,"R",266,"R",222,"R",488,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
189705,2,"R",313916,"R",74353,"R",106,"R",14873,"Z",0,"R",328789,"R",74459,"R",403248,"R",48342,"R",13730,"R",62072,"R",0,"R",709963,2,"Z",0,"R",117470,"R",547778,"R",95018,"R",760266,"R",6498,"R",170836,"R",177334,"R",1647563,1647563,"R ",2147,"R ",2472, 1
189811,2,"R",1258,"R",0,"R",3,"R",86,"R",0,"R",1344,"R",3,"R",1347,"R",45,"R",5,"R",50,"R",0,"R",93000,2,"Z",0,"R",14229,"R",0,"R",0,"R",14229,"R",0,"R",0,"R",0,"R",107229,107229,"R ",0,"R ",0, 1
189839,2,"R",87782,"R",215146,"R",125,"R",9225,"R",0,"R",97007,"R",215271,"R",312278,"R",11489,"R",6015,"R",17504,"R",1,"R",657495,1,"R",231539,"R",58285,"R",94975,"R",15290,"R",168550,"R",300,"R",58305,"R",58605,"R",1116189,884650,"R ",1151,"R ",267, 1
189848,2,"R",86065,"R",5902,"R",74,"R",16876,"R",0,"R",102941,"R",5976,"R",108917,"R",3230,"R",200,"R",3430,"R",0,"R",181850,1,"R",40597,"R",55428,"R",125823,"R",0,"R",181251,"R",1054,"R",79956,"R",81010,"R",484708,444111,"R ",1097,"R ",428, 2
189981,2,"R",188010,"R",0,"R",3,"R",2689,"R",0,"R",190699,"R",3,"R",190702,"R",3394,"R",3,"R",3397,"R",0,"R",119056,1,"R",34341,"R",56977,"R",46305,"R",1150,"R",104432,"R",5366,"R",8349,"R",13715,"R",271544,237203,"R ",517,"R ",54, 1
190044,2,"R",192092,"R",183280,"R",91,"R",29571,"R",198,"R",221663,"R",183569,"R",405232,"R",1406,"R",53225,"R",54631,"R",1,"R",501262,1,"R",168215,"R",1361235,"R",1004536,"R",94333,"R",2460104,"R",693,"R",92085,"R",92778,"R",3222359,3054144,"R ",9226,"R ",2599, 1
190053,2,"R",41887,"R",296431,"R",133,"R",2687,"R",100,"R",44574,"R",296664,"R",341238,"R",4093,"R",315,"R",4408,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
190071,2,"R",2179,"R",545,"R",12,"R",335,"R",269,"R",2514,"R",826,"R",3340,"R",2745,"R",12277,"R",15022,"R",0,"R",142145,2,"Z",0,"R",25313,"R",148478,"R",972,"R",174763,"R",0,"R",2797,"R",2797,"R",319705,319705,"R ",323,"R ",108, 2
190080,2,"R",19115,"R",0,"R",0,"R",765,"R",0,"R",19880,"R",0,"R",19880,"R",2182,"R",376,"R",2558,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
190099,2,"R",899850,"R",2092,"R",205,"R",26768,"R",8,"R",926618,"R",2305,"R",928923,"R",67939,"R",248917,"R",316856,"R",1,"R",1982806,1,"R",613732,"R",600036,"R",1862844,"R",126736,"R",2589616,"R",51231,"R",426508,"R",477739,"R",5663893,5050161,"R ",10813,"R ",8472, 1
190114,2,"R",28808,"R",188717,"R",89,"R",30,"R",0,"R",28838,"R",188806,"R",217644,"R",455,"R",935,"R",1390,"R",0,"R",341830,2,"R",0,"R",28354,"R",132762,"R",0,"R",161116,"R",0,"R",42371,"R",42371,"R",545317,545317,"R ",78,"R ",102, 1
190150,2,"R",10271655,"R",2001351,"R",1544,"R",1168561,"R",0,"R",11440216,"R",2002895,"R",13443111,"R",581626,"R",272263,"R",853889,"R",18,"R",28813416,1,"R",9101580,"R",9443717,"R",17663255,"R",2774708,"R",29881680,"R",357126,"R",4089100,"R",4446226,"R",72242902,63141322,"R ",52335,"R ",50206, 1
190169,2,"R",74844,"R",5440,"R",79,"R",2019,"R",0,"R",76863,"R",5519,"R",82382,"R",11859,"R",200000,"R",211859,"R",0,"R",373926,2,"R",0,"R",62000,"R",104500,"R",0,"R",166500,"R",0,"R",19325,"R",19325,"R",559751,559751,"R ",968,"R ",193, 2
190248,2,"R",79500,"R",1449,"R",55,"R",13528,"R",13528,"R",93028,"R",15032,"R",108060,"R",8485,"R",8485,"R",16970,"R",0,"R",263867,1,"R",63721,"R",25000,"R",87500,"R",2200,"R",114700,"R",0,"R",0,"R",0,"R",442288,378567,"R ",196,"R ",152, 1
190372,2,"R",101882,"R",18641,"R",58,"R",91641,"R",0,"R",193523,"R",18699,"R",212222,"R",13453,"R",27633,"R",41086,"R",0,"R",662236,2,"R",0,"R",36901,"R",166769,"R",9450,"R",213120,"R",1805,"R",93018,"R",94823,"R",970179,970179,"R ",67,"R ",2, 1
190415,2,"R",7928247,"R",1251952,"R",3978,"R",532331,"R",111966,"R",8460578,"R",1367896,"R",9828474,"R",232238,"R",1874713,"R",2106951,"R",16,"R",23310754,1,"R",6580167,"R",5659118,"R",12988349,"R",319065,"R",18966532,"R",77660,"R",14286315,"R",14363975,"R",63221428,56641261,"R ",51513,"R ",44568, 1
190424,2,"R",117728,"R",23782,"R",260,"R",200,"R",1873,"R",117928,"R",25915,"R",143843,"R",5828,"R",35321,"R",41149,"R",1,"R",1631035,1,"R",483396,"R",401386,"R",1831125,"R",44,"R",2232555,"R",1930,"R",980675,"R",982605,"R",5329591,4846195,"R ",3148,"R ",1251, 1
190442,2,"R",28518,"R",185642,"R",190,"R",571,"R",27480,"R",29089,"R",213312,"R",242401,"R",1825,"R",5514,"R",7339,"R",0,"R",384232,2,"Z",0,"R",12343,"R",58834,"R",7229,"R",78406,"R",235,"R",34142,"R",34377,"R",497015,497015,"R ",658,"R ",211, 1
190451,2,"R",2710,"R",80,"R",20,"R",100,"R",20,"R",2810,"R",120,"R",2930,"R",500,"R",25,"R",525,"R",0,"R",151888,1,"R",31552,"R",6830,"R",340000,"R",500,"R",347330,"R",0,"R",4000,"R",4000,"R",534770,503218,"R ",154,"R ",519, 1
190503,2,"R",70417,"R",75,"R",63,"R",3048,"R",194,"R",73465,"R",332,"R",73797,"R",12623,"R",2457,"R",15080,"R",0,"R",280014,1,"R",82026,"R",36905,"R",95748,"R",436,"R",133089,"R",300,"R",56359,"R",56659,"R",551788,469762,"R ",3,"R ",61, 1
190512,2,"R",326843,"R",474611,"R",265,"R",11468,"R",4303,"R",338311,"R",479179,"R",817490,"R",46478,"R",274146,"R",320624,"R",0,"R",3399157,2,"Z",0,"R",200971,"R",1348762,"R",44781,"R",1594514,"R",6595,"R",245669,"R",252264,"R",5245935,5245935,"R ",3205,"R ",3207, 1
190521,2,"R",134837,"R",458207,"R",123,"R",2592,"R",14672,"R",137429,"R",473002,"R",610431,"R",44949,"R",120414,"R",165363,"R",0,"R",2086253,2,"Z",0,"R",328791,"R",151037,"R",31178,"R",511006,"R",0,"R",20000,"R",20000,"R",2617259,2617259,"R ",52,"R ",514, 1
190530,2,"R",182325,"R",231715,"R",200,"R",1768,"R",24975,"R",184093,"R",256890,"R",440983,"R",33158,"R",360215,"R",393373,"R",0,"R",1810692,2,"R",0,"R",136071,"R",139820,"R",0,"R",275891,"R",400,"R",16552,"R",16952,"R",2103535,2103535,"R ",509,"R ",178, 1
190549,2,"R",836240,"R",482291,"R",226,"R",33655,"R",781536,"R",869895,"R",1264053,"R",2133948,"R",35479,"R",320950,"R",356429,"R",0,"R",2469106,2,"Z",0,"R",260936,"R",1128510,"R",4392,"R",1393838,"R",750,"R",51043,"R",51793,"R",3914737,3914737,"R ",8378,"R ",2114, 1
190558,2,"R",216252,"R",457488,"R",167,"R",11733,"R",22494,"R",227985,"R",480149,"R",708134,"R",42404,"R",120632,"R",163036,"R",0,"R",2071327,2,"Z",0,"R",187369,"R",545967,"R",23548,"R",756884,"R",2354,"R",42950,"R",45304,"R",2873515,2873515,"R ",1267,"R ",1664, 1
190567,2,"R",1214649,"R",921537,"R",223,"R",28963,"R",71276,"R",1243612,"R",993036,"R",2236648,"R",26913,"R",607165,"R",634078,"R",6,"R",2760555,2,"Z",0,"R",495001,"R",1038002,"R",0,"R",1533003,"R",22282,"R",36729,"R",59011,"R",4352569,4352569,"R ",7725,"R ",3352, 1
190576,2,"R",241607,"R",696574,"R",232,"R",8229,"R",140077,"R",249836,"R",836883,"R",1086719,"R",25001,"R",720294,"R",745295,"R",0,"R",1498015,2,"R",0,"R",73073,"R",776774,"R",104594,"R",954441,"R",1582,"R",32720,"R",34302,"R",2486758,2486758,"R ",4469,"R ",20469, 1
190585,2,"R",58408,"R",462197,"R",124,"R",2207,"R",14973,"R",60615,"R",477294,"R",537909,"R",6906,"R",45123,"R",52029,"R",0,"R",1189594,2,"Z",0,"R",152107,"R",78366,"R",200,"R",230673,"R",9804,"R",66046,"R",75850,"R",1496117,1496117,"R ",0,"R ",25, 1
190594,2,"R",561524,"R",471343,"R",253,"R",26481,"R",175083,"R",588005,"R",646679,"R",1234684,"R",57770,"R",717451,"R",775221,"R",3,"R",3325492,2,"Z",0,"R",399416,"R",1856566,"R",48246,"R",2304228,"R",15667,"R",131517,"R",147184,"R",5776904,5776904,"R ",2402,"R ",4783, 1
190600,2,"R",273732,"R",612544,"R",187,"R",25543,"R",154044,"R",299275,"R",766775,"R",1066050,"R",30675,"R",402215,"R",432890,"R",0,"R",1924005,2,"Z",0,"R",195243,"R",734470,"R",7598,"R",937311,"R",4018,"R",87945,"R",91963,"R",2953279,2953279,"R ",5583,"R ",1208, 1
190619,2,"R",216980,"R",458928,"R",138,"R",1884,"R",21884,"R",218864,"R",480950,"R",699814,"R",11657,"R",98461,"R",110118,"R",0,"R",1646338,2,"R",0,"R",221726,"R",167173,"R",15019,"R",403918,"R",2400,"R",47262,"R",49662,"R",2099918,2099918,"R ",872,"R ",328, 1
190628,2,"R",97308,"R",460329,"R",142,"R",6993,"R",51358,"R",104301,"R",511829,"R",616130,"R",7148,"R",139065,"R",146213,"R",0,"R",2681852,2,"R",0,"R",210211,"R",121289,"R",8956,"R",340456,"R",0,"R",44640,"R",44640,"R",3066948,3066948,"R ",1811,"R ",357, 1
190637,2,"R",350582,"R",460734,"R",183,"R",7710,"R",1627,"R",358292,"R",462544,"R",820836,"R",44349,"R",190142,"R",234491,"R",0,"R",2328959,2,"R",0,"R",77606,"R",455819,"R",4720,"R",538145,"R",2662,"R",33748,"R",36410,"R",2903514,2903514,"R ",2426,"R ",880, 1
190646,2,"R",100000,"R",100000,"R",140,"R",8014,"R",0,"R",108014,"R",100140,"R",208154,"R",17000,"R",7800,"R",24800,"R",1,"R",1220000,2,"Z",0,"R",4000,"R",140000,"R",3500,"R",147500,"R",25000,"R",25000,"R",50000,"R",1417500,1417500,"Z ",0,"Z ",0, 1
190655,2,"R",142886,"R",471528,"R",133,"R",5109,"R",126664,"R",147995,"R",598325,"R",746320,"R",7762,"R",93114,"R",100876,"R",0,"R",1722804,2,"Z",0,"R",114327,"R",142052,"R",0,"R",256379,"R",0,"R",6335,"R",6335,"R",1985518,1985518,"R ",6,"R ",307, 1
190664,2,"R",893656,"R",465682,"R",270,"R",44471,"Z",0,"R",938127,"R",465952,"R",1404079,"R",52499,"R",204031,"R",256530,"R",1,"R",2879624,2,"Z",0,"R",184576,"R",1021242,"R",45000,"R",1250818,"R",4736,"R",37133,"R",41869,"R",4172311,4172311,"R ",5325,"R ",1693, 1
190673,2,"R",118896,"R",503313,"R",121,"R",16393,"R",143701,"R",135289,"R",647135,"R",782424,"R",8542,"R",40232,"R",48774,"R",0,"R",1549567,2,"R",0,"R",225000,"R",114280,"R",200,"R",339480,"R",500,"R",91399,"R",91899,"R",1980946,1980946,"R ",390,"Z ",0, 1
190682,2,"R",82776,"R",458805,"R",373,"R",5518,"R",0,"R",88294,"R",459178,"R",547472,"R",2300,"R",2814,"R",5114,"R",0,"R",1400671,2,"R",0,"R",30257,"R",645925,"R",833,"R",677015,"R",0,"R",20495,"R",20495,"R",2098181,2098181,"R ",91,"R ",213, 1
190691,2,"R",150914,"R",473723,"R",143,"R",310,"R",0,"R",151224,"R",473866,"R",625090,"R",4353,"R",46470,"R",50823,"R",0,"R",1159272,2,"Z",0,"R",217340,"R",69983,"R",2173,"R",289496,"R",0,"R",9232,"R",9232,"R",1458000,1458000,"R ",0,"R ",485, 1
190716,2,"R",78464,"R",52223,"R",80,"R",2246,"R",10490,"R",80710,"R",62793,"R",143503,"R",6971,"R",3416,"R",10387,"R",0,"R",0,2,"Z",0,"R",132128,"R",418191,"R",126050,"R",676369,"R",5529,"R",0,"R",5529,"R",681898,681898,"R ",1236,"R ",3915, 1
190725,2,"R",104073,"R",138085,"R",38,"R",2603,"R",0,"R",106676,"R",138123,"R",244799,"R",4563,"R",2347,"R",6910,"R",1,"R",406093,1,"R",105189,"R",43954,"R",260283,"R",189653,"R",493890,"R",6712,"R",94681,"R",101393,"R",1106565,1001376,"R ",1622,"R ",2468, 1
190752,2,"R",9160,"R",0,"R",2,"R",0,"R",0,"R",9160,"R",2,"R",9162,"R",0,"R",5000,"R",5000,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
190761,2,"R",81294,"R",114878,"R",81,"R",304,"Z",0,"R",81598,"R",114959,"R",196557,"R",965,"R",14737,"R",15702,"R",0,"R",395743,2,"Z",0,"R",45667,"R",204001,"R",7836,"R",257504,"R",0,"R",21036,"R",21036,"R",674283,674283,"R ",310,"R ",276, 1
190770,2,"R",179105,"R",152984,"R",77,"R",1592,"R",0,"R",180697,"R",153061,"R",333758,"R",1994,"R",1606,"R",3600,"R",0,"R",659349,2,"Z",0,"R",15207,"R",174772,"R",24106,"R",214085,"R",0,"R",71343,"R",71343,"R",944777,944777,"R ",527,"R ",582, 1
190840,2,"R",87816,"R",125287,"R",104,"R",2623,"R",24423,"R",90439,"R",149814,"R",240253,"R",6523,"R",83743,"R",90266,"R",0,"R",686988,2,"R",0,"R",83912,"R",163488,"R",0,"R",247400,"R",222,"R",32397,"R",32619,"R",967007,967007,"R ",554,"R ",181, 1
190956,2,"R",2347,"R",0,"R",15,"R",26,"R",14,"R",2373,"R",29,"R",2402,"R",394,"R",29,"R",423,"R",1,"R",40937,2,"Z",0,"R",0,"R",0,"R",145000,"R",145000,"R",0,"R",65677,"R",65677,"R",251614,251614,"R ",212,"R ",145, 1
190974,2,"R",2392,"R",0,"R",87,"R",17,"R",0,"R",2409,"R",87,"R",2496,"R",596,"R",0,"R",596,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
190983,2,"R",147985,"R",147101,"R",94,"R",83715,"R",18308,"R",231700,"R",165503,"R",397203,"R",4575,"R",0,"R",4575,"R",0,"R",527324,2,"Z",0,"R",42359,"R",251102,"R",10990,"R",304451,"R",1500,"R",106241,"R",107741,"R",939516,939516,"R ",768,"R ",675, 2
191083,2,"R",109221,"R",2350,"R",65,"R",5663,"R",0,"R",114884,"R",2415,"R",117299,"R",20601,"R",51891,"R",72492,"R",3,"R",1207985,2,"R",0,"R",143530,"R",211046,"R",4074,"R",358650,"R",30,"R",21129,"R",21159,"R",1587794,1587794,"R ",1424,"R ",392, 1
191126,2,"R",229808,"R",6276,"R",125,"R",15408,"R",80000,"R",245216,"R",86401,"R",331617,"R",37655,"R",67652,"R",105307,"R",0,"R",3466016,2,"Z",0,"R",58736,"R",331428,"R",0,"R",390164,"R",26016,"R",121498,"R",147514,"R",4003694,4003694,"R ",1772,"R ",1568, 1
191199,2,"R",46682,"R",146479,"R",74,"R",14284,"R",19,"R",60966,"R",146572,"R",207538,"R",10728,"R",2705,"R",13433,"R",0,"R",524871,2,"R",0,"R",73594,"R",117625,"R",5417,"R",196636,"R",3491,"R",78260,"R",81751,"R",803258,803258,"R ",763,"R ",205, 1
191205,2,"R",42926,"R",135000,"R",47,"R",16455,"R",352794,"R",59381,"R",487841,"R",547222,"R",4661,"R",3463,"R",8124,"R",1,"R",326292,1,"R",78310,"R",14595,"R",108639,"R",0,"R",123234,"R",1786,"R",11729,"R",13515,"R",541351,463041,"R ",3,"R ",18, 2
191241,2,"R",2521167,"R",828262,"R",454,"R",74366,"R",14086,"R",2595533,"R",842802,"R",3438335,"R",83171,"R",102295,"R",185466,"R",3,"R",6285168,1,"R",3125952,"R",751911,"R",3951379,"R",615112,"R",5318402,"R",16271,"R",820986,"R",837257,"R",15566779,12440827,"R ",13411,"R ",7867, 1
191302,2,"R",29317,"R",33311,"R",50,"R",1440,"R",28826,"R",30757,"R",62187,"R",92944,"R",4486,"R",12741,"R",17227,"R",0,"R",404414,2,"R",0,"R",8969,"R",36626,"R",6553,"R",52148,"R",310,"R",39361,"R",39671,"R",496233,496233,"R ",846,"R ",238, 1
191320,2,"R",176342,"R",11182,"R",6,"R",1404,"R",215,"R",177746,"R",11403,"R",189149,"R",4216,"R",2001,"R",6217,"R",0,"R",202236,1,"R",95677,"R",12232,"R",29124,"R",10634,"R",51990,"R",1009,"R",44470,"R",45479,"R",395382,299705,"R ",192,"R ",72, 1
191339,2,"R",79602,"R",23575,"R",71,"R",7307,"R",34,"R",86909,"R",23680,"R",110589,"R",11314,"R",20293,"R",31607,"R",0,"R",521956,1,"R",230601,"R",96022,"R",83051,"R",9703,"R",188776,"R",190,"R",29884,"R",30074,"R",971407,740806,"R ",1599,"R ",1105, 1
191515,2,"R",482004,"R",414932,"R",182,"R",36620,"R",119938,"R",518624,"R",535052,"R",1053676,"R",12470,"R",113886,"R",126356,"R",1,"R",1694566,2,"Z",0,"R",429949,"R",1217184,"R",120893,"R",1768026,"R",40291,"R",514488,"R",554779,"R",4017371,4017371,"R ",16878,"R ",11763, 2
191533,2,"R",225597,"R",4540,"R",60,"R",1953,"R",0,"R",227550,"R",4600,"R",232150,"R",9147,"R",182,"R",9329,"R",0,"R",615397,1,"R",174836,"R",26563,"R",303526,"R",95710,"R",425799,"R",4667,"R",8452,"R",13119,"R",1229151,1054315,"R ",361,"R ",2559, 2
191597,2,"R",1228,"R",330,"R",45,"R",518,"R",48,"R",1746,"R",423,"R",2169,"R",167,"R",140,"R",307,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
191612,2,"R",73618,"R",33173,"R",96,"R",7825,"R",22028,"R",81443,"R",55297,"R",136740,"R",9366,"R",5136,"R",14502,"R",0,"R",248963,2,"R",0,"R",72812,"R",76263,"R",6912,"R",155987,"R",1036,"R",40125,"R",41161,"R",446111,446111,"R ",253,"R ",103, 1
191621,2,"R",35981,"R",19984,"R",44,"R",1576,"R",246,"R",37557,"R",20274,"R",57831,"R",13511,"R",4592,"R",18103,"R",0,"R",239801,2,"Z",0,"R",82389,"R",118864,"R",1773,"R",203026,"R",0,"R",14910,"R",14910,"R",457737,457737,"R ",99,"R ",1476, 1
191630,2,"R",399239,"R",195912,"R",105,"R",15589,"R",708565,"R",414828,"R",904582,"R",1319410,"R",10159,"R",128620,"R",138779,"R",0,"R",1004322,1,"R",343039,"R",243675,"R",841678,"R",32332,"R",1117685,"R",14120,"R",206430,"R",220550,"R",2685596,2342557,"R ",6549,"R ",5438, 1
191649,2,"R",998284,"R",158290,"R",257,"R",18411,"R",24772,"R",1016695,"R",183319,"R",1200014,"R",60523,"R",424764,"R",485287,"R",2,"R",5921752,1,"R",2242712,"R",232490,"R",2821299,"R",106557,"R",3160346,"R",23842,"R",344511,"R",368353,"R",11693163,9450451,"R ",1439,"R ",7093, 2
191676,2,"R",203165,"R",227475,"R",99,"R",21667,"R",0,"R",224832,"R",227574,"R",452406,"R",15212,"R",4748,"R",19960,"R",1,"R",331225,2,"Z",0,"R",20208,"R",134994,"R",26373,"R",181575,"R",1012,"R",32694,"R",33706,"R",546506,546506,"R ",895,"R ",774, 1
191719,2,"R",86561,"R",113271,"R",81,"R",5238,"R",15000,"R",91799,"R",128352,"R",220151,"R",7401,"R",977700,"R",985101,"R",0,"R",751086,2,"Z",0,"R",39900,"R",94156,"R",44537,"R",178593,"R",500,"R",26029,"R",26529,"R",956208,956208,"R ",922,"R ",1317, 1
191931,2,"R",269117,"R",365987,"R",100,"R",4636,"R",0,"R",273753,"R",366087,"R",639840,"R",12028,"R",6592,"R",18620,"R",2,"R",872818,2,"R",0,"R",32390,"R",475554,"R",1146,"R",509090,"R",0,"R",84873,"R",84873,"R",1466781,1466781,"R ",1815,"R ",2904, 1
191959,2,"R",1732,"R",0,"R",0,"R",402,"R",0,"R",2134,"R",0,"R",2134,"R",17,"R",0,"R",17,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
191968,2,"R",306820,"R",126138,"R",153,"R",33102,"R",0,"R",339922,"R",126291,"R",466213,"R",46536,"R",22200,"R",68736,"R",0,"R",1649449,1,"R",481637,"R",238398,"R",1216330,"R",105619,"R",1560347,"R",8809,"R",209935,"R",218744,"R",3910177,3428540,"R ",4836,"R ",10938, 1
191986,2,"R",90517,"R",2229,"R",86,"R",9308,"R",17,"R",99825,"R",2332,"R",102157,"R",5408,"R",455,"R",5863,"R",1,"R",545339,2,"Z",0,"R",40921,"R",119276,"R",0,"R",160197,"R",0,"R",6598,"R",6598,"R",712134,712134,"R ",260,"R ",221, 1
192004,2,"R",186821,"R",8428,"R",16,"R",9278,"R",2605,"R",196099,"R",11049,"R",207148,"R",186821,"R",18752,"R",205573,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
192022,2,"R",42286,"R",335944,"R",88,"R",6203,"R",0,"R",48489,"R",336032,"R",384521,"R",4068,"R",8049,"R",12117,"R",0,"R",362163,2,"R",0,"R",39164,"R",101492,"R",42853,"R",183509,"R",0,"R",12761,"R",12761,"R",558433,558433,"R ",1451,"R ",367, 1
192040,2,"R",386005,"R",8352,"R",62,"R",8423,"Z",0,"R",394428,"R",8414,"R",402842,"R",4959,"R",1,"R",4960,"R",0,"R",1476993,1,"R",365852,"R",109857,"R",33000,"R",0,"R",142857,"R",1600,"R",233788,"R",235388,"R",2221090,1855238,"R ",80,"R ",110, 2
192110,2,"R",126176,"R",27,"Z",0,"R",33735,"R",2927,"R",159911,"R",2954,"R",162865,"R",82663,"R",54,"R",82717,"R",0,"R",677848,2,"R",0,"R",166427,"R",100502,"R",1567,"R",268496,"R",41974,"R",87012,"R",128986,"R",1075330,1075330,"R ",121,"R ",189, 2
192156,2,"R",1950,"R",40444,"R",23,"R",330,"R",0,"R",2280,"R",40467,"R",42747,"R",272,"R",2600,"R",2872,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
