UNITID,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LSUPPVRS
105589,2,"R",34001,"R",151920,"R",28,"R",2033,"R",0,"R",36034,"R",151948,"R",187982,"R",9273,"R",54681,"R",63954,"R",0,"R",173163,1,"R",36363,"R",25395,"R",84675,"R",9078,"R",119148,"R",0,"R",5890,"R",5890,"R",334564,298201,"R ",1112,"R ",743, 1
105659,2,"R",85,"R",0,"R",0,"R",0,"R",0,"R",85,"R",0,"R",85,"R",25,"R",0,"R",25,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
105668,2,"R",10136,"R",149837,"R",66,"R",7694,"R",18348,"R",17830,"R",168251,"R",186081,"R",2043,"R",300837,"R",302880,"R",0,"R",814923,2,"R",0,"R",33131,"R",164538,"R",0,"R",197669,"R",0,"R",0,"R",0,"R",1012592,1012592,"R ",458,"R ",87, 1
105747,2,"R",44599,"R",136662,"R",66,"R",1823,"R",3,"R",46422,"R",136731,"R",183153,"R",2200,"R",136731,"R",138931,"R",0,"R",719147,1,"R",217091,"R",117997,"R",211616,"R",0,"R",329613,"R",0,"R",1199,"R",1199,"R",1267050,1049959,"R ",235,"R ",272, 1
105792,2,"R",30128,"R",142543,"R",69,"R",2645,"R",18898,"R",32773,"R",161510,"R",194283,"R",1839,"R",21731,"R",23570,"R",0,"R",861011,1,"R",269205,"R",43906,"R",106195,"R",40,"R",150141,"R",0,"R",128320,"R",128320,"R",1408677,1139472,"R ",17,"R ",28, 1
105899,2,"R",31857,"R",19613,"R",8,"R",11733,"R",0,"R",43590,"R",19621,"R",63211,"R",2395,"R",446,"R",2841,"R",0,"R",117204,1,"R",31438,"R",4701,"R",26593,"R",681,"R",31975,"R",691,"R",1686,"R",2377,"R",182994,151556,"R ",29,"R ",294, 1
106041,2,"R",421,"R",0,"R",7,"R",66,"R",0,"R",487,"R",7,"R",494,"R",50,"R",7,"R",57,"R",0,"R",135475,2,"R",0,"R",0,"R",0,"R",800,"R",800,"R",0,"R",0,"R",0,"R",136275,136275,"R ",0,"R ",0, 2
106148,2,"R",98732,"R",161272,"R",27,"R",20881,"R",0,"R",119613,"R",161299,"R",280912,"R",81725,"R",193734,"R",275459,"R",1,"R",573136,1,"R",178435,"R",148855,"R",53947,"R",38369,"R",241171,"R",6350,"R",60746,"R",67096,"R",1059838,881403,"R ",37117,"R ",29222, 1
106245,2,"R",436865,"R",517647,"R",144,"R",6982,"R",3,"R",443847,"R",517794,"R",961641,"R",25840,"R",533315,"R",559155,"R",0,"R",1079997,1,"R",296364,"R",92364,"R",1299326,"R",160301,"R",1551991,"R",570,"R",107831,"R",108401,"R",3036753,2740389,"R ",3861,"R ",4200, 1
106263,2,"R",112027,"R",1382,"R",28,"R",2207,"R",1908,"R",114234,"R",3318,"R",117552,"R",3106,"R",10000,"R",13106,"R",0,"R",1303640,1,"R",549305,"R",93322,"R",1429121,"R",0,"R",1522443,"R",0,"R",224145,"R",224145,"R",3599533,3050228,"R ",2280,"R ",2480, 2
106306,2,"R",44234,"Z",0,"R",4,"R",0,"Z",0,"R",44234,"R",4,"R",44238,"R",57,"R",64,"R",121,"R",0,"R",137790,1,"R",15157,"R",42000,"R",24240,"R",8000,"R",74240,"R",0,"R",58000,"R",58000,"R",285187,270030,"R ",0,"R ",0, 2
106342,2,"R",147730,"R",23753,"R",30,"R",10110,"R",123,"R",157840,"R",23906,"R",181746,"R",3782,"R",1243,"R",5025,"R",0,"R",229000,2,"R",0,"R",10000,"R",174000,"R",0,"R",184000,"R",1000,"R",50800,"R",51800,"R",464800,464800,"R ",386,"R ",449, 2
106397,2,"R",1859078,"R",599237,"R",314,"R",58739,"R",70081,"R",1917817,"R",669632,"R",2587449,"R",62810,"R",2253053,"R",2315863,"R",4,"R",5899319,1,"R",1382414,"R",948831,"R",5398961,"R",387343,"R",6735135,"R",32936,"R",1296119,"R",1329055,"R",15345923,13963509,"R ",35345,"R ",35968, 1
106412,2,"R",131600,"R",404353,"R",57,"R",1192,"R",12290,"R",132792,"R",416700,"R",549492,"R",7000,"R",325804,"R",332804,"R",7,"R",595507,1,"R",184610,"R",25000,"R",230000,"R",95000,"R",350000,"R",2500,"R",22308,"R",24808,"R",1154925,970315,"R ",200,"R ",1400, 1
106449,2,"R",86903,"R",67501,"R",51,"R",5365,"R",0,"R",92268,"R",67552,"R",159820,"R",4631,"R",354,"R",4985,"R",1,"R",329522,1,"R",94214,"R",57235,"R",115614,"R",4000,"R",176849,"R",0,"R",42885,"R",42885,"R",643470,549256,"R ",1192,"R ",111, 1
106458,2,"R",1109021,"R",494584,"R",235,"R",28886,"R",99356,"R",1137907,"R",594175,"R",1732082,"R",30147,"R",1251084,"R",1281231,"R",0,"R",1295485,2,"Z",0,"R",334797,"R",2459679,"R",82610,"R",2877086,"R",9511,"R",165500,"R",175011,"R",4347582,4347582,"R ",6105,"R ",2803, 1
106467,2,"R",313011,"R",331083,"R",259,"R",16178,"R",245,"R",329189,"R",331587,"R",660776,"R",41147,"R",31292,"R",72439,"R",1,"R",815782,1,"R",206372,"R",55673,"R",449303,"R",17521,"R",522497,"R",4259,"R",159670,"R",163929,"R",1708580,1502208,"R ",601,"R ",996, 1
106485,2,"R",159409,"R",4790,"R",73,"R",20291,"R",54145,"R",179700,"R",59008,"R",238708,"R",10264,"R",141,"R",10405,"R",2,"R",339983,1,"R",78876,"R",98614,"R",166058,"R",651,"R",265323,"R",283,"R",107979,"R",108262,"R",792444,713568,"R ",338,"R ",241, 1
106546,2,"R",823,"R",25,"R",8,"R",79,"R",0,"R",902,"R",33,"R",935,"R",66,"R",21,"R",87,"R",0,"R",58548,2,"Z",0,"R",4347,"R",135367,"R",185978,"R",325692,"R",0,"R",1111,"R",1111,"R",385351,385351,"R ",970,"R ",591, 2
106625,2,"R",26500,"R",225,"R",10,"R",2275,"R",0,"R",28775,"R",235,"R",29010,"R",850,"R",10,"R",860,"R",0,"R",113846,1,"R",36546,"R",25000,"R",30850,"R",3000,"R",58850,"R",0,"R",0,"R",0,"R",209242,172696,"R ",11,"R ",7, 1
106704,2,"R",444468,"R",164566,"R",82,"R",12354,"R",38,"R",456822,"R",164686,"R",621508,"R",242415,"R",1874463,"R",2116878,"R",0,"R",1388441,1,"R",473101,"R",811414,"R",608988,"R",6531,"R",1426933,"R",1404,"R",457400,"R",458804,"R",3747279,3274178,"R ",4875,"R ",7654, 1
106713,2,"R",53069,"R",181175,"R",102,"R",713,"R",260,"R",53782,"R",181537,"R",235319,"R",2131,"R",125618,"R",127749,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
106795,2,"R",8573,"R",5,"R",57,"R",84,"R",0,"R",8657,"R",62,"R",8719,"R",1359,"R",20,"R",1379,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
106810,2,"R",17404,"R",162694,"R",39,"R",396,"R",0,"R",17800,"R",162733,"R",180533,"R",187,"R",490,"R",677,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
106883,1,"A",,"R",4,"R",7,"A",,"R",4,"A",,"R",15,"R",15,"A",,"R",3078,"R",3078,"R",0,"R",131048,1,"R",73494,"R",26687,"R",19724,"R",48036,"R",94447,"R",0,"R",1874,"R",1874,"R",300863,227369,"R ",16,"R ",25, 2
106980,2,"R",29542,"R",35877,"R",41,"R",1541,"R",512,"R",31083,"R",36430,"R",67513,"R",4322,"R",1009,"R",5331,"R",0,"R",190784,1,"R",76149,"R",42924,"R",38424,"R",0,"R",81348,"R",0,"R",27148,"R",27148,"R",375429,299280,"R ",1,"R ",21, 2
106999,2,"R",14463,"Z",0,"R",37,"R",2138,"R",0,"R",16601,"R",37,"R",16638,"R",697,"R",37,"R",734,"R",0,"R",49324,1,"R",21246,"R",9178,"R",4251,"R",591,"R",14020,"R",0,"R",27323,"R",27323,"R",111913,90667,"R ",6,"R ",8, 2
107044,2,"R",190355,"R",164899,"R",127,"R",13182,"R",140538,"R",203537,"R",305564,"R",509101,"R",42787,"R",21036,"R",63823,"R",1,"R",620824,1,"R",169375,"R",93108,"R",417531,"R",27251,"R",537890,"R",6906,"R",109476,"R",116382,"R",1444471,1275096,"R ",5744,"R ",2179, 1
107071,2,"R",225859,"R",142000,"R",223,"R",10502,"R",1700000,"R",236361,"R",1842223,"R",2078584,"R",303,"R",984,"R",1287,"R",0,"R",635459,1,"R",226779,"R",146794,"R",342687,"R",0,"R",489481,"R",3729,"R",97912,"R",101641,"R",1453360,1226581,"R ",1713,"R ",974, 1
107080,2,"R",234623,"R",31614,"R",58,"R",72987,"R",0,"R",307610,"R",31672,"R",339282,"R",16584,"R",13117,"R",29701,"R",1,"R",46100,2,"R",0,"R",63000,"R",442000,"R",0,"R",505000,"R",8000,"R",87780,"R",95780,"R",646880,646880,"R ",886,"R ",774, 1
107141,2,"R",107410,"R",90000,"R",102,"R",9376,"R",0,"R",116786,"R",90102,"R",206888,"R",21237,"R",1533353,"R",1554590,"R",1,"R",368640,1,"R",98589,"R",31000,"R",119800,"R",17430,"R",168230,"R",1890,"R",25770,"R",27660,"R",663119,564530,"R ",909,"R ",1744, 1
107318,2,"R",22447,"R",0,"R",28,"R",3351,"R",0,"R",25798,"R",28,"R",25826,"R",1505,"R",1797,"R",3302,"R",0,"R",75384,1,"R",30949,"R",13264,"R",13176,"R",52,"R",26492,"R",5848,"R",11912,"R",17760,"R",150585,119636,"R ",0,"R ",1, 1
107327,2,"R",21499,"R",157350,"R",7,"R",866,"R",0,"R",22365,"R",157357,"R",179722,"R",1403,"R",811,"R",2214,"R",0,"R",149357,1,"R",48159,"R",10158,"R",42866,"R",0,"R",53024,"R",0,"R",25161,"R",25161,"R",275701,227542,"R ",172,"R ",47, 2
107460,2,"R",18213,"R",52935,"R",27,"R",943,"R",854,"R",19156,"R",53816,"R",72972,"R",2979,"R",162,"R",3141,"R",1,"R",174727,1,"R",53397,"R",20000,"R",63367,"R",9030,"R",92397,"R",0,"R",17111,"R",17111,"R",337632,284235,"R ",94,"R ",70, 1
107512,2,"R",517866,"R",17608,"R",90,"R",3587,"R",19244,"R",521453,"R",36942,"R",558395,"R",17775,"R",266532,"R",284307,"R",1,"R",438794,2,"R",0,"R",22514,"R",19831,"R",217869,"R",260214,"R",61848,"R",87378,"R",149226,"R",848234,848234,"R ",1008,"R ",227, 1
107521,2,"R",16523,"R",625,"R",49,"R",2136,"R",2059,"R",18659,"R",2733,"R",21392,"R",5691,"R",25632,"R",31323,"R",0,"R",101985,1,"R",24100,"R",4936,"R",13758,"R",1303,"R",19997,"R",750,"R",10583,"R",11333,"R",157415,133315,"R ",47,"R ",12, 1
107549,2,"R",14925,"R",0,"R",23,"R",1182,"R",0,"R",16107,"R",23,"R",16130,"R",573,"R",284087,"R",284660,"R",0,"R",101053,1,"R",37603,"R",9592,"R",32517,"R",385,"R",42494,"R",0,"R",3931,"R",3931,"R",185081,147478,"R ",10,"R ",89, 1
107558,2,"R",128000,"R",275000,"R",135,"R",5000,"R",0,"R",133000,"R",275135,"R",408135,"R",4500,"R",3000,"R",7500,"R",0,"R",138626,1,"R",33096,"R",30333,"R",295468,"R",0,"R",325801,"R",11467,"R",18041,"R",29508,"R",527031,493935,"R ",0,"R ",0, 1
107585,2,"R",28191,"R",145145,"R",11,"R",1741,"R",23351,"R",29932,"R",168507,"R",198439,"R",6487,"R",6682,"R",13169,"R",0,"R",198542,1,"R",64385,"R",12583,"R",37187,"R",12,"R",49782,"R",7754,"R",0,"R",7754,"R",320463,256078,"R ",0,"R ",24, 2
107600,2,"R",73852,"R",301,"R",38,"R",4718,"R",3106,"R",78570,"R",3445,"R",82015,"R",1813,"R",772,"R",2585,"R",0,"R",211300,1,"R",20544,"R",29011,"R",72160,"R",1200,"R",102371,"R",2000,"R",4610,"R",6610,"R",340825,320281,"R ",90,"R ",18, 1
107619,2,"R",53275,"R",234,"R",27,"R",3543,"R",0,"R",56818,"R",261,"R",57079,"R",3125,"R",283,"R",3408,"R",2,"R",184038,1,"R",58872,"R",21810,"R",49341,"R",34518,"R",105669,"R",0,"R",15575,"R",15575,"R",364154,305282,"R ",40,"R ",27, 2
107637,2,"R",12339,"R",0,"R",16,"R",77,"R",0,"R",12416,"R",16,"R",12432,"R",644,"R",16,"R",660,"R",1,"R",105653,1,"R",34113,"R",0,"R",33561,"R",0,"R",33561,"R",0,"R",0,"R",0,"R",173327,139214,"R ",18,"R ",30, 2
107664,2,"R",29014,"R",74751,"R",48,"R",2797,"R",4,"R",31811,"R",74803,"R",106614,"R",6232,"R",181992,"R",188224,"R",2,"R",384446,1,"R",128313,"R",78189,"R",116384,"R",0,"R",194573,"R",0,"R",188691,"R",188691,"R",896023,767710,"R ",49,"R ",67, 1
107725,2,"R",12567,"R",180000,"R",97,"R",2271,"R",0,"R",14838,"R",180097,"R",194935,"R",1068,"R",1288,"R",2356,"R",0,"R",104976,1,"R",37528,"R",4635,"R",27165,"R",1262,"R",33062,"R",1739,"R",9898,"R",11637,"R",187203,149675,"R ",17,"R ",24, 2
107743,2,"R",13830,"R",37207,"R",37,"R",315,"R",0,"R",14145,"R",37244,"R",51389,"R",1492,"R",1300,"R",2792,"R",0,"R",76988,1,"R",33925,"R",561,"R",19872,"R",1191,"R",21624,"R",0,"R",5905,"R",5905,"R",138442,104517,"R ",4,"R ",43, 1
107840,1,"A",,"R",1369000,"R",61,"A",,"R",0,"A",,"R",1369061,"R",1369061,"A",,"R",75,"R",75,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
107877,2,"R",60271,"R",197,"R",72,"R",329,"R",1,"R",60600,"R",270,"R",60870,"R",12749,"R",337,"R",13086,"R",1,"R",87905,2,"Z",0,"R",23500,"R",16200,"R",30000,"R",69700,"R",0,"R",16530,"R",16530,"R",174135,174135,"R ",237,"R ",154, 2
107974,2,"R",35461,"R",6076,"R",49,"R",420,"R",478,"R",35881,"R",6603,"R",42484,"R",1814,"R",42470,"R",44284,"R",0,"R",130322,1,"R",57586,"R",43682,"R",28644,"R",0,"R",72326,"R",222,"R",9899,"R",10121,"R",270355,212769,"R ",0,"R ",16, 1
107983,2,"R",176437,"R",7779,"R",155,"R",358544,"R",0,"R",534981,"R",7934,"R",542915,"R",7447,"R",0,"R",7447,"R",0,"R",368962,1,"R",110124,"R",138985,"R",297608,"R",18980,"R",455573,"R",0,"R",89388,"R",89388,"R",1024047,913923,"R ",766,"R ",319, 1
107992,2,"R",17910,"R",17020,"R",9,"R",1426,"R",0,"R",19336,"R",17029,"R",36365,"R",964,"R",176,"R",1140,"R",0,"R",117567,1,"R",35867,"R",5229,"R",3563,"R",9954,"R",18746,"R",0,"R",10995,"R",10995,"R",183175,147308,"R ",27,"R ",14, 2
108092,2,"R",68214,"R",176104,"R",62,"R",66043,"R",0,"R",134257,"R",176166,"R",310423,"R",11901,"R",18327,"R",30228,"R",0,"R",474288,1,"R",140688,"R",93490,"R",332895,"R",31068,"R",457453,"R",1008,"R",70036,"R",71044,"R",1143473,1002785,"R ",266,"R ",1268, 1
108232,2,"R",36000,"R",8000,"R",21,"R",4400,"R",0,"R",40400,"R",8021,"R",48421,"R",32191,"R",400745,"R",432936,"R",0,"R",551202,1,"R",105705,"R",16690,"R",117274,"R",0,"R",133964,"R",2747,"R",124635,"R",127382,"R",918253,812548,"R ",0,"R ",0, 1
108250,2,"R",2063,"R",178441,"R",29,"R",236,"R",0,"R",2299,"R",178470,"R",180769,"R",6,"R",1080738,"R",1080744,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
108269,2,"R",2112,"R",1013,"Z",0,"R",15,"R",8,"R",2127,"R",1021,"R",3148,"R",2127,"R",1021,"R",3148,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
108667,2,"R",35038,"R",10000,"R",43,"R",0,"R",0,"R",35038,"R",10043,"R",45081,"R",18570,"R",1,"R",18571,"R",1,"R",510754,1,"R",222777,"R",41000,"R",61000,"R",5000,"R",107000,"R",0,"R",0,"R",0,"R",840531,617754,"R ",0,"R ",0, 1
108807,2,"R",66433,"R",24902,"R",40,"R",6991,"R",19794,"R",73424,"R",44736,"R",118160,"R",19926,"R",308032,"R",327958,"R",1,"R",380969,1,"R",111910,"R",34434,"R",64300,"R",16276,"R",115010,"R",333,"R",13077,"R",13410,"R",621299,509389,"R ",0,"R ",60, 1
108852,2,"R",16722,"R",0,"R",0,"R",2005,"R",0,"R",18727,"R",0,"R",18727,"R",14110,"R",0,"R",14110,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
108870,2,"R",10000,"R",100,"R",1,"R",30000,"R",5000,"R",40000,"R",5101,"R",45101,"R",25000,"R",75,"R",25075,"R",0,"R",333500,1,"R",132800,"R",15000,"R",600,"R",0,"R",15600,"R",800,"R",1000,"R",1800,"R",483700,350900,"R ",2,"R ",4, 1
109040,2,"R",220,"R",0,"R",38,"R",0,"R",0,"R",220,"R",38,"R",258,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
109086,2,"R",12904,"R",6490,"R",3,"R",831,"R",36,"R",13735,"R",6529,"R",20264,"R",4088,"R",6529,"R",10617,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
109208,2,"R",67038,"R",161688,"R",65,"R",1615,"R",0,"R",68653,"R",161753,"R",230406,"R",26162,"R",29563,"R",55725,"R",1,"R",1940547,2,"R",0,"R",183984,"R",1269,"R",67307,"R",252560,"R",0,"R",53952,"R",53952,"R",2247059,2247059,"R ",2002,"R ",2082, 1
109350,2,"R",51275,"R",154754,"R",46,"R",0,"R",6497,"R",51275,"R",161297,"R",212572,"R",32984,"R",18242,"R",51226,"R",1,"R",733728,1,"R",220228,"R",38980,"R",5483,"R",675,"R",45138,"R",0,"R",122036,"R",122036,"R",1121130,900902,"R ",696,"R ",284, 1
109651,2,"R",200542,"R",12,"R",50,"R",12717,"R",51259,"R",213259,"R",51321,"R",264580,"R",33282,"R",53,"R",33335,"R",0,"R",788801,2,"Z",0,"R",38488,"R",108518,"R",7481,"R",154487,"R",8824,"R",102852,"R",111676,"R",1054964,1054964,"R ",0,"R ",0, 1
109785,2,"R",393766,"R",135557,"R",119,"R",15233,"R",15233,"R",408999,"R",150909,"R",559908,"R",85121,"R",4301869,"R",4386990,"R",1,"R",2763168,1,"R",673028,"R",298884,"R",1258153,"R",113084,"R",1670121,"R",5013,"R",78801,"R",83814,"R",5190131,4517103,"R ",12286,"R ",24931, 1
109819,2,"R",82343,"R",11111,"R",36,"R",139,"R",0,"R",82482,"R",11147,"R",93629,"R",26374,"R",1,"R",26375,"R",0,"R",621393,1,"R",199927,"R",35918,"R",93622,"R",3591,"R",133131,"R",239,"R",22810,"R",23049,"R",977500,777573,"R ",0,"R ",3, 2
109907,2,"R",41000,"R",5000,"R",13,"R",1471,"R",12,"R",42471,"R",5025,"R",47496,"R",2563,"R",27957,"R",30520,"R",1,"R",0,2,"R",0,"R",7094,"R",13968,"R",80425,"R",101487,"R",0,"R",100,"R",100,"R",101587,101587,"R ",0,"R ",0, 1
110060,2,"R",49203,"R",0,"R",2,"R",5314,"R",0,"R",54517,"R",2,"R",54519,"R",6115,"R",1698,"R",7813,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
110097,2,"R",347100,"R",430787,"R",136,"R",17774,"R",13027,"R",364874,"R",443950,"R",808824,"R",90022,"R",222050,"R",312072,"R",0,"R",1399928,2,"Z",0,"R",407696,"R",928778,"R",40386,"R",1376860,"R",13031,"R",362849,"R",375880,"R",3152668,3152668,"R ",16041,"R ",10515, 1
110185,2,"R",16140,"R",40444,"R",25,"R",2484,"R",0,"R",18624,"R",40469,"R",59093,"R",2123,"R",14356,"R",16479,"R",1,"R",59511,1,"R",5984,"R",853,"R",29375,"R",34731,"R",64959,"R",0,"R",9583,"R",9583,"R",140037,134053,"R ",0,"R ",20, 1
110219,1,"A",,"Z",0,"R",24475,"A",,"R",3000,"A",,"R",27475,"R",27475,"A",,"R",92,"R",92,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.,"A ",.,"A ",.,-2
110246,2,"R",81437,"R",38362,"R",70,"R",137,"R",0,"R",81574,"R",38432,"R",120006,"R",16404,"R",7753,"R",24157,"R",0,"R",506369,1,"R",161850,"R",80721,"R",120225,"R",24170,"R",225116,"R",392,"R",28784,"R",29176,"R",922511,760661,"R ",555,"R ",189, 1
110307,2,"R",13139,"R",5725,"R",25,"R",1886,"R",0,"R",15025,"R",5750,"R",20775,"R",4472,"R",33,"R",4505,"R",0,"R",105644,1,"R",6187,"R",5714,"R",16000,"R",36353,"R",58067,"R",100,"R",950,"R",1050,"R",170948,164761,"R ",198,"R ",16, 2
110316,2,"R",26987,"R",131087,"R",46,"R",2147,"R",700,"R",29134,"R",131833,"R",160967,"R",5019,"R",130540,"R",135559,"R",0,"R",403332,1,"R",100106,"R",20794,"R",171299,"R",1221,"R",193314,"R",1220,"R",6750,"R",7970,"R",704722,604616,"R ",845,"R ",2706, 1
110334,2,"R",63281,"R",29161,"R",34,"R",3828,"R",0,"R",67109,"R",29195,"R",96304,"R",38361,"R",6070,"R",44431,"R",0,"R",883319,2,"R",0,"R",51195,"R",76238,"R",0,"R",127433,"R",650,"R",92504,"R",93154,"R",1103906,1103906,"R ",93,"R ",188, 1
110361,2,"R",130837,"R",190918,"R",83,"R",59915,"R",21548,"R",190752,"R",212549,"R",403301,"R",14380,"R",49812,"R",64192,"R",0,"R",740707,2,"R",0,"R",227923,"R",440268,"R",13819,"R",682010,"R",4930,"R",107765,"R",112695,"R",1535412,1535412,"R ",1102,"R ",1819, 1
110370,2,"R",68605,"R",0,"R",14,"R",4468,"R",0,"R",73073,"R",14,"R",73087,"R",19745,"R",1,"R",19746,"R",2,"R",662319,1,"R",132621,"R",41969,"R",65451,"R",6665,"R",114085,"R",3637,"R",30142,"R",33779,"R",942804,810183,"R ",0,"R ",33, 2
110398,2,"R",308330,"R",93104,"R",150,"R",274687,"R",0,"R",583017,"R",93254,"R",676271,"R",9778,"R",196,"R",9974,"R",0,"R",1132105,1,"R",447888,"R",192541,"R",987229,"R",0,"R",1179770,"R",14690,"R",184647,"R",199337,"R",2959100,2511212,"R ",475,"R ",864, 1
110404,2,"R",296202,"R",72337,"R",211,"R",4396,"R",42,"R",300598,"R",72590,"R",373188,"R",31737,"R",25000,"R",56737,"R",5,"R",1871052,1,"R",533250,"R",172301,"R",3260464,"R",0,"R",3432765,"R",0,"R",2352926,"R",2352926,"R",8189993,7656743,"R ",5382,"R ",7078, 1
110413,2,"R",134461,"R",206202,"R",162,"R",2957,"R",20384,"R",137418,"R",226748,"R",364166,"R",12459,"R",232580,"R",245039,"R",0,"R",503246,1,"R",158740,"R",65544,"R",33155,"R",646708,"R",745407,"R",0,"R",32532,"R",32532,"R",1439925,1281185,"R ",1133,"R ",2177, 1
110422,2,"R",444723,"R",270033,"R",132,"R",131361,"R",160470,"R",576084,"R",430635,"R",1006719,"R",96259,"R",190584,"R",286843,"R",0,"R",3109310,1,"R",1452858,"R",356747,"R",1486422,"R",0,"R",1843169,"R",15426,"R",557234,"R",572660,"R",6977997,5525139,"R ",17392,"R ",19149, 1
110468,2,"R",132247,"R",16764,"R",65,"R",2163,"R",1563,"R",134410,"R",18392,"R",152802,"R",31432,"R",186250,"R",217682,"R",7,"R",815000,1,"R",192800,"R",15000,"R",109000,"R",312000,"R",436000,"R",8000,"R",390000,"R",398000,"R",1841800,1649000,"R ",10242,"R ",12107, 1
110486,2,"R",522652,"R",101516,"R",97,"R",10857,"R",0,"R",533509,"R",101613,"R",635122,"R",13143,"R",3890,"R",17033,"R",1,"R",1366372,1,"R",711446,"R",79011,"R",346396,"R",91561,"R",516968,"R",114,"R",1187812,"R",1187926,"R",3782712,3071266,"R ",3395,"R ",2338, 1
110495,2,"R",507271,"R",8555,"R",168,"R",6685,"R",260,"R",513956,"R",8983,"R",522939,"R",27651,"R",97730,"R",125381,"R",1,"R",1230456,2,"R",0,"R",50936,"R",512496,"R",111758,"R",675190,"R",446,"R",124018,"R",124464,"R",2030110,2030110,"R ",4063,"R ",4037, 1
110510,2,"R",786656,"R",147487,"R",91,"R",13700,"R",8040,"R",800356,"R",155618,"R",955974,"R",44364,"R",136301,"R",180665,"R",1,"R",2299509,2,"R",0,"R",249898,"R",632181,"R",5550,"R",887629,"R",4000,"R",65000,"R",69000,"R",3256138,3256138,"R ",4057,"R ",7505, 1
110529,2,"R",851411,"R",12830,"R",152,"R",12504,"R",38,"R",863915,"R",13020,"R",876935,"R",39865,"R",435020,"R",474885,"R",0,"R",2486296,1,"R",9864,"R",240414,"R",1415953,"R",143366,"R",1799733,"R",41419,"R",107433,"R",148852,"R",4444745,4434881,"R ",17366,"R ",9383, 1
110538,2,"R",746356,"R",151891,"R",99,"R",18786,"R",1814,"R",765142,"R",153804,"R",918946,"R",39144,"R",56424,"R",95568,"R",0,"R",2157854,2,"R",0,"R",176645,"R",1162398,"R",3943,"R",1342986,"R",4031,"R",292382,"R",296413,"R",3797253,3797253,"R ",9069,"R ",7129, 1
110547,2,"R",457885,"R",271523,"R",95,"R",0,"R",18300,"R",457885,"R",289918,"R",747803,"R",8051,"R",38661,"R",46712,"R",0,"R",1836608,2,"R",0,"R",127695,"R",812965,"R",0,"R",940660,"R",7970,"R",132807,"R",140777,"R",2918045,2918045,"R ",1682,"R ",2736, 1
110556,2,"R",1064007,"R",823786,"R",282,"R",79566,"R",114672,"R",1143573,"R",938740,"R",2082313,"R",164927,"R",66371,"R",231298,"R",0,"R",3584297,2,"R",0,"R",146026,"R",1839253,"R",2490,"R",1987769,"R",0,"R",729027,"R",729027,"R",6301093,6301093,"R ",14974,"R ",9323, 1
110565,2,"R",1272016,"R",200349,"R",310,"R",52493,"R",26451,"R",1324509,"R",227110,"R",1551619,"R",41868,"R",731360,"R",773228,"R",1,"R",3694573,2,"R",0,"R",181347,"R",2312615,"R",133608,"R",2627570,"R",8428,"R",618862,"R",627290,"R",6949433,6949433,"R ",19731,"R ",35135, 1
